,frequency,Z,phi,ReZ,ImZ
236,142.0,904.0899999999999,82.21000000000001,121.87954247056794,895.1915903971587
237,138.0,879.09,82.515,114.18437415723672,871.7678825581347
238,135.0,861.475,82.44500000000001,113.84249900380713,854.2229089979469
239,131.0,832.97,82.71000000000001,105.66148755474504,826.8662990630962
240,128.0,816.2450000000001,82.985,99.8382553162289,809.7305680857899
241,124.0,786.335,83.41,91.72772670448154,782.4649194658841
242,121.0,775.31,82.985,93.84621716276698,770.0510171720337
243,118.0,756.145,83.425,86.78370295424548,749.7999695694124
244,115.0,737.29,83.41,84.52508853455728,732.7352825132836
245,112.0,720.675,83.45,82.88450616156175,716.5838008414789
246,109.0,701.4000000000001,83.64,77.11103423326573,697.1508989091918
247,106.0,683.74,83.96000000000001,72.20161534221761,679.1374851956914
248,103.0,662.25,84.0,69.89166846122495,659.4625907354698
249,101.0,648.945,83.785,70.42933423049965,644.9212224838545
250,98.0,637.115,84.045,65.8929956741078,633.3321936885573
251,96.0,611.13,85.43,48.75299277085812,608.7147789216469
252,93.0,609.27,85.94,41.82364177012683,606.3424749510141
253,91.0,595.4200000000001,84.995,51.45145029220076,590.747924873406
254,88.0,583.905,86.845,32.499054777713866,582.9438842175987
255,86.0,567.17,87.00999999999999,29.977462240509993,565.9437979274473
256,84.0,556.72,87.11,28.09615890633432,556.0604475937284
257,82.0,537.355,86.70500000000001,30.99770031814832,536.4804387639715
258,80.0,523.64,86.55000000000001,31.474323516806656,522.4966750416606
259,77.0,503.33000000000004,86.66,29.55602231386368,502.413252824554
260,75.0,487.31500000000005,86.315,31.44898843488538,486.48723218007166
261,73.0,476.72,86.68,27.415748646942156,476.0035194314721
262,72.0,465.755,86.46000000000001,28.694682983114134,465.00745482823345
263,70.0,453.99,86.36500000000001,28.564043812810972,452.85850455629327
264,68.0,440.105,86.495,26.77007478610839,439.4626762023426
265,66.0,425.34000000000003,86.41499999999999,26.5112558725653,424.6581085803016
266,64.0,414.245,86.24000000000001,27.293213464153318,413.28477681944975
267,63.0,407.53,86.62,24.054994699186487,406.9132974033022
268,61.0,396.015,86.56,23.45635089604202,394.94394962012234
269,60.0,387.63,86.805,21.624517137599373,387.1278687422662
270,58.0,403.105,-86.33500000000001,25.898712277211565,-402.5520595049902
271,56.0,361.305,86.6,21.523782374899262,360.5348077225243
272,55.0,353.72,86.49000000000001,21.782299631637088,353.0118920224564
273,54.0,472.5,-85.19,39.162237183003214,-470.9975435255361
274,52.0,336.58000000000004,86.275,21.500441536878792,335.98757484127015
275,51.0,329.195,87.095,16.601546337774536,328.5706136132561
276,50.0,317.19500000000005,87.16,15.716687604937247,316.7716269544246
277,48.0,305.98,86.795,17.389637211025935,305.4959347803289
278,47.0,304.57,-86.85,16.600809734572866,-304.1093081861895
279,46.0,317.59000000000003,-86.545,19.01469391958824,-317.03275146083786
280,45.0,291.5,87.1,14.629345825824814,290.93929670215005
281,43.0,277.53499999999997,86.93,14.76418651288229,277.0709913248493
282,42.0,270.59000000000003,-87.09,13.664038120617057,-269.83031092730744
283,41.0,265.2,-87.325,12.481733072088712,-264.86442786409486
284,40.0,491.64,-84.39,47.89232276685023,-489.21358220659897
285,39.0,250.005,87.22,12.1078459012111,249.67900338733816
286,38.0,244.405,87.59,10.327341182661558,244.24430207647555
287,37.0,235.66000000000003,87.38,10.791782003905656,235.43743739128905
288,36.0,231.97500000000002,87.52,10.18699303472713,231.72536536624114
289,35.0,225.945,87.245,10.717692966737665,225.65262647596364
290,34.0,236.35500000000002,-87.58000000000001,10.015866801681556,-236.13130665762645
291,33.0,230.07999999999998,-87.275,10.814039660809726,-229.72382355498985
292,32.0,222.585,-87.48,9.845954321311122,-222.3701905843421
293,31.0,200.775,-87.37,9.30667011681279,-200.4070771138306
294,30.0,192.79000000000002,-87.78,7.55592842550519,-192.4357482764567
295,29.0,186.425,-88.1,6.18670493059831,-186.27091121555128
296,28.0,181.13,88.32,5.2678038404508785,180.84543131884465
297,27.0,173.425,87.71000000000001,6.909867286251638,173.3533480461625
298,26.0,167.235,88.05000000000001,5.670010822238448,166.9696931656249
299,25.0,160.21,88.2,5.049995407081219,160.10356285576114
